-0.900000,1.720000
-0.610000,1.700000
-0.635001,1.705000
-0.595012,1.709952
-0.520000,1.695000
-0.520000,1.695000
-0.560000,1.680000
-0.335000,1.705000
-0.975000,1.625000
-1.680012,1.529952
-0.625000,1.680000
-1.427778,1.576663
-0.800000,1.633333
-0.626667,1.868889
0.065000,1.843899
-0.740128,1.843889
-0.968889,1.611115
-0.968889,1.611113
-0.973890,1.631111
-0.938889,1.631111
-0.793125,1.689375
-0.811250,1.739375
-0.776875,1.625000
-0.839920,1.735000
-1.100000,1.720000
-1.141211,1.596631
-1.018164,1.595898
-1.062109,1.586377
-2.169531,1.606885
-1.123633,1.546826
-1.163184,1.691846
-1.141211,1.705762
-0.890723,1.832471
-0.859961,1.856641
-0.714941,1.863232
-0.618262,1.869824
-0.556739,1.866895
-0.539161,1.848584
-0.539160,1.847119
-0.534766,1.838331
-0.543554,1.825148
-0.552343,1.820020
-0.561131,1.811232
-0.583104,1.803174
-0.596289,1.797315
-0.605077,1.787794
-0.605078,1.783399
-0.609472,1.779737
-0.609473,1.773145
-0.613867,1.770947
-0.745703,1.786328
-0.736914,1.787061
-0.736914,1.787061
-0.736914,1.787061
-0.736914,1.784131
-0.587500,1.809766
-0.583105,1.808301
-0.583105,1.808301
-0.596289,1.838330
-0.587500,1.834668
-0.240332,1.831738
-0.235938,1.833936
-0.257910,1.797314
-0.095313,1.809033
-0.152441,1.808301
-0.165625,1.819287
-0.174414,1.822217
-0.187598,1.822949
-0.200781,1.823682
-0.200781,1.827344
-0.213965,1.831738
-0.222754,1.832471
-0.222754,1.828076
-0.209570,1.820020
-0.244727,1.839062
-0.249121,1.852979
-0.249121,1.860303
-0.244727,1.868359
-0.126074,1.869092
-0.117285,1.882275
-0.033789,1.890332
0.163961,1.885938
0.141993,1.872754
0.163965,1.855176
0.159570,1.848584
0.032129,1.843457
-0.156835,1.844189
-0.174414,1.844922
0.203516,1.858105
0.436426,1.876416
0.445215,1.877881
0.445215,1.894727
-0.499609,1.852246
-0.051367,1.832471
0.695703,1.826611
0.713281,1.540234
1.025293,1.523389
0.642969,1.462598
0.823145,1.466992
0.954980,1.464063
1.034082,1.462598
0.933008,1.461133
0.823145,1.466260
0.735254,1.466260
0.462793,1.465527
0.744043,1.464063
0.924219,1.464063
0.994531,1.461865
1.082422,1.461865
0.963770,1.447949
0.862695,1.448682
-0.859961,1.398145
-0.952246,1.402539
-0.983008,1.411328
-0.987402,1.413525
-1.000586,1.417187
-0.978613,1.425977
-1.000586,1.427441
-1.009375,1.436230
-1.009375,1.442822
-1.062109,1.442822
-1.132422,1.446484
-1.488379,1.452344
-1.853125,1.484570
-1.954199,1.488232
-1.962988,1.498486
-1.853125,1.499219
-1.787207,1.493359
-1.870703,1.497754
-2.762793,1.480908
-2.600195,1.474316
-2.899023,1.464063
-2.424414,1.471387
-2.411230,1.479443
-2.424414,1.497021
-2.433203,1.503613
-2.437598,1.510205
-2.437598,1.516797
-2.450781,1.517529
-2.437598,1.524121
-2.437598,1.524121
-2.441992,1.534375
-2.441992,1.535840
-2.450781,1.543164
-2.503516,1.552686
-2.499121,1.529248
-2.727637,1.574658
-2.762793,1.587109
-2.740820,1.601025
-2.754004,1.614941
-2.688086,1.606152
-2.679297,1.598096
-2.688086,1.595898
-2.727637,1.592969
-2.771582,1.590771
-2.780371,1.578320
-2.815527,1.565869
-2.806738,1.551953
-2.824316,1.549023
-2.846289,1.555615
-2.877051,1.559277
-2.903418,1.568066
-2.929785,1.568066
-2.929785,1.560742
-2.929785,1.549023
-2.877051,1.532178
-2.885840,1.525586
-2.912207,1.517529
-2.934180,1.517529
-2.912207,1.516797
-2.929785,1.516797
-2.960547,1.516797
0.462793,1.510938
0.489160,1.518262
0.572656,1.534375
0.669336,1.565137
0.664941,1.566602
0.427637,1.566602
0.410059,1.566602
0.304590,1.592236
0.146387,1.598096
-0.003027,1.599561
0.475977,1.633252
0.344141,1.642773
0.141992,1.668408
-0.811621,1.654492
-0.873145,1.669873
-0.912695,1.694043
-0.886328,1.703564
-1.150000,1.677197
-1.202734,1.670605
-1.299414,1.664014
-1.334570,1.659619
-1.352148,1.653760
-1.369727,1.653027
-1.396094,1.650098
-1.321387,1.653027
-1.352148,1.652295
-1.316992,1.656689
-1.312598,1.659619
-1.312598,1.659619
-1.312598,1.664014
-1.325781,1.664746
-1.325781,1.666943
-1.325781,1.666943
-1.330176,1.667676
-1.330176,1.669873
-1.325781,1.669873
-1.299414,1.669873
-1.286231,1.669873
-1.286230,1.669873
-1.303808,1.669873
-1.321386,1.670605
-1.325781,1.670605
-1.325781,1.670605
-1.325781,1.670605
-1.330176,1.674268
-1.330176,1.677197
-1.330176,1.680127
-1.330176,1.684521
-1.277441,1.694775
-1.268652,1.699170
-1.259863,1.705762
-1.180762,1.713086
-1.114844,1.714551
-1.084082,1.710889
-1.101660,1.702832
-1.088478,1.696973
-1.084083,1.690382
-1.075293,1.689648
-1.053321,1.683057
-1.066504,1.677197
-1.075293,1.675732
-1.084082,1.675732
-1.110449,1.674268
-1.044532,1.674268
-1.044531,1.674268
-1.000586,1.674268
-0.965430,1.687451
-0.912697,1.688916
-0.903906,1.688916
-0.974218,1.690381
-0.987402,1.690381
-1.018160,1.690381
-1.053319,1.688916
-1.066504,1.688916
-1.092871,1.688916
-1.062114,1.687451
-1.022559,1.687451
-0.987404,1.688184
-0.961038,1.688184
-0.943457,1.688184
-0.921485,1.688184
-0.903906,1.688916
-0.886328,1.690381
-0.881934,1.690381
-0.868751,1.690381
-0.820410,1.691846
-0.820410,1.691846
-0.833594,1.691846
-0.864344,1.688917
-0.864355,1.685986
-0.824827,1.680130
-0.820410,1.679395
-0.816016,1.677930
-0.802833,1.677197
-0.794044,1.676465
-0.785254,1.675000
-0.785254,1.675000
-0.772071,1.672803
